iter	Logloss
0	0.6233616569
1	0.5722816949
2	0.5221505388
3	0.4878059642
4	0.4510207654
5	0.4099736977
6	0.3881437053
7	0.3597698808
8	0.3307395438
9	0.308512532
10	0.2944682509
11	0.281321504
12	0.2694037053
13	0.2475321787
14	0.2370980888
15	0.2252382372
16	0.2153648501
17	0.2034589376
18	0.1924115355
19	0.1833318012
20	0.175807202
21	0.1665035578
22	0.1602461594
23	0.1549695703
24	0.149871923
25	0.1448366519
26	0.1402872878
27	0.1356758408
28	0.1327504212
29	0.1288194253
30	0.1241143266
31	0.1197175889
32	0.1147768131
33	0.1110758593
34	0.1087341649
35	0.1058384621
36	0.1024641314
37	0.09991681009
38	0.09611088053
39	0.09473134258
40	0.09319524585
41	0.09091549976
42	0.08901727651
43	0.08741218023
44	0.08368398301
45	0.08216034636
46	0.08132659744
47	0.07982901481
48	0.07788489598
49	0.07618112681
50	0.07485886079
51	0.07189110659
52	0.07067803762
53	0.06985849028
54	0.06844679244
55	0.06772955738
56	0.06629633207
57	0.06518410029
58	0.06452963153
59	0.06351708281
60	0.06231759082
61	0.06157454852
62	0.06088135031
63	0.06021730144
64	0.05929963314
65	0.05840188312
66	0.0574622835
67	0.05573750018
68	0.05449326296
69	0.05373659252
70	0.05261650752
71	0.05179731587
72	0.05098471279
73	0.04982176854
74	0.04924839676
75	0.04881983817
76	0.04849729924
77	0.04801104464
78	0.04735553408
79	0.04698887613
80	0.04621193
81	0.04550080534
82	0.04446389161
83	0.04384014747
84	0.04338075431
85	0.04285072921
86	0.04240297436
87	0.04196374864
88	0.0416044459
89	0.04111406863
90	0.04036711836
91	0.03955894401
92	0.03894026399
93	0.03798312844
94	0.03743467795
95	0.03686729308
96	0.03647841585
97	0.03598979371
98	0.0354717456
99	0.03510652204
100	0.03454358097
101	0.03411433264
102	0.03377199186
103	0.03335500477
104	0.03299430316
105	0.03278049387
106	0.03245492447
107	0.0318762895
108	0.03162790826
109	0.03107555592
110	0.03071861546
111	0.03006606938
112	0.02964312573
113	0.02942516362
114	0.02901157622
115	0.02855938736
116	0.02819163814
117	0.02764903969
118	0.02738119431
119	0.02709201426
120	0.02692325934
121	0.02654837415
122	0.02617241561
123	0.02567819539
124	0.02527917516
125	0.02504127558
126	0.02475225495
127	0.02461523475
128	0.02420443605
129	0.0238657151
130	0.02351789418
131	0.0233146341
132	0.02276134415
133	0.02245179646
134	0.0221265291
135	0.02182077734
136	0.02139729632
137	0.0211900232
138	0.02102297754
139	0.02069536774
140	0.02036741839
141	0.02005935596
142	0.0198462403
143	0.01962738314
144	0.01936601926
145	0.01919787341
146	0.01901792895
147	0.01890579057
148	0.01861757633
149	0.01840940858
150	0.01813257199
151	0.01793220199
152	0.01763102944
153	0.01748232784
154	0.01731436701
155	0.01707888437
156	0.01682009219
157	0.0165795884
158	0.01632973595
159	0.01612436429
160	0.015957439
161	0.0157792807
162	0.01569761676
163	0.01535381455
164	0.01510040609
165	0.01490508756
166	0.01462637637
167	0.01446694032
168	0.01426551702
169	0.01412558061
170	0.01392226103
171	0.01378430276
172	0.01362752928
173	0.01347151327
174	0.01327525433
175	0.01312374863
176	0.01295310036
177	0.01284091484
178	0.01272646925
179	0.01261473921
180	0.01254539193
181	0.01237847196
182	0.01222729334
183	0.0120573865
184	0.01193211913
185	0.01183894969
186	0.01172278118
187	0.0115999959
188	0.01150059992
189	0.01141404185
190	0.01129674469
191	0.01117448731
192	0.01108715187
193	0.0109465037
194	0.01080874373
195	0.01074080428
196	0.01061693314
197	0.01047854853
198	0.01033505689
199	0.01025704197
200	0.01012575476
201	0.01007622876
202	0.00999947268
203	0.00989942712
204	0.009800796506
205	0.009744757706
206	0.009647229315
207	0.0095441312
208	0.009488884267
209	0.009427674221
210	0.009351473352
211	0.009305261378
212	0.009191487815
213	0.009124124241
214	0.009044689689
215	0.008945120195
216	0.008887273851
217	0.008806984647
218	0.008718613458
219	0.008646092144
220	0.008599539032
221	0.008539953634
222	0.008429321646
223	0.008387797975
224	0.008320555915
225	0.008285917576
226	0.008231671291
227	0.00815136171
228	0.008102156382
229	0.008067639881
230	0.008010052814
231	0.00792534479
232	0.00788843122
233	0.007853983704
234	0.007772884889
235	0.007696118747
236	0.007600789734
237	0.007500720678
238	0.007407922625
239	0.007370670039
240	0.007316080818
241	0.007244518325
242	0.007192862593
243	0.007139897525
244	0.007081105844
245	0.007026620315
246	0.006960610226
247	0.006907097948
248	0.006866716021
249	0.006814350807
250	0.006784338678
251	0.006705109611
252	0.006664253209
253	0.006604934639
254	0.006534954893
255	0.006475123736
256	0.006401050133
257	0.006324595482
258	0.006293294007
259	0.006230100325
260	0.006181781721
